sellingPrice,shippingPrice,returnShippingPaidBy,type,brand,operatingSystem,screenSize,hardDriveGB,ramGB,processorType,processorSpeedGHZ,releaseYear,graphicsProcessingType,condition
1079,0,Buyer,Notebook,NA,Windows 8,15.6,1000,8,INTEL,2.6,NA,Dedicated,New
390,0,Buyer,Notebook,Acer,NA,14,1000,6,INTEL,1.7,NA,NA,Manufacturer refurbished
25,0,NA,Laptop,HP,NA,NA,NA,NA,NA,NA,NA,NA,For parts or not working
85,0,NA,Netbook,Compaq,NA,NA,NA,NA,NA,NA,NA,NA,Used
164.68,13.75,Buyer,Notebook,Lenovo,Windows 7,13.3,64,4,INTEL,1.2,NA,Integrated,Used
62.5,15,Buyer,Notebook,Dell,Windows XP,12.1,NA,NA,INTEL,1.2,NA,Dedicated,Seller refurbished
149.99,18,Buyer,Notebook,Dell,NA,NA,NA,2,NA,2,NA,NA,Used
345,20,NA,Notebook,Dell,Windows 7,15.6,320,4,INTEL,2.8,NA,Dedicated,Seller refurbished
200,0,NA,Notebook,Dell,NA,15.4,NA,NA,NA,NA,NA,Integrated,Seller refurbished
150.5,14.99,Buyer,Notebook,Gateway,Windows 8,15.6,500,4,INTEL,2.2,NA,Integrated,Seller refurbished
549,0,Seller,Notebook,Dell,Windows 7,14,500,8,INTEL,1.9,NA,Dedicated,Seller refurbished
204.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,NA,Used
85,9,Buyer,Notebook,Dell,Windows 8,12.1,40,2,INTEL,1.2,NA,Integrated,Used
55,0,Buyer,Notebook,Dell,Windows 7,15.4,40,1,NA,1.4,NA,NA,Used
50,NA,NA,Notebook,HP,Windows 7,NA,NA,NA,NA,NA,NA,Integrated,Used
700,0,NA,Notebook,Dell,Windows 8,13.3,128,4,INTEL,2.2,NA,Integrated,Manufacturer refurbished
25,0,NA,Laptop,HP,NA,NA,NA,NA,NA,NA,NA,NA,For parts or not working
541.49,0,Buyer,Notebook,Dell,Windows 8,15.6,500,8,INTEL,1.7,NA,Integrated,Manufacturer refurbished
499,0,Seller,Notebook,Lenovo,Windows 8,15.6,128,4,INTEL,2.2,NA,Integrated,Manufacturer refurbished
400,NA,NA,Notebook,HP,Windows 7,14.5,750,8,INTEL,2.4,NA,NA,New
230,0,Buyer,Notebook,HP,Windows 7,14,320,4,INTEL,2.5,NA,Integrated,Seller refurbished
180,0,NA,Notebook,Dell,Windows 7,15.4,160,4,INTEL,2.53,NA,Dedicated,Used
175,NA,NA,Ultrabook,Dell,Windows 7,14,500,6,INTEL,1.7,NA,Integrated,Used
559.99,0,Buyer,Ultrabook,Asus,NA,15.6,NA,NA,NA,NA,NA,NA,Manufacturer refurbished
400,9.99,Buyer,NA,Dell,Windows 7,15.6,320,16,INTEL,2.3,NA,NA,Manufacturer refurbished
54.99,0,Buyer,Notebook,Dell,Not included,NA,NA,2,INTEL,1.83,NA,NA,Used
795,0,Buyer,Ultrabook,Lenovo,Windows 8,12.5,256,8,INTEL,2.1,2014,Integrated,Manufacturer refurbished
35,0,NA,Laptop,HP,NA,NA,NA,NA,NA,NA,NA,NA,For parts or not working
129.99,0,Buyer,Notebook,Dell,Windows XP,14,80,2,INTEL,1.86,NA,Integrated,Seller refurbished
119,10,Buyer,Notebook,Gateway,Windows 7,NA,500,4,INTEL,2.13,NA,Integrated,Used
41.75,NA,Buyer,Notebook,Dell,NA,14,40,1,INTEL,1.73,NA,Integrated,Used
51,16,NA,NA,Lenovo,NA,NA,NA,NA,NA,NA,NA,NA,Seller refurbished
125,0,Buyer,Notebook,Lenovo,Windows 7,11.6,320,2,INTEL,1.5,NA,NA,Used
250,NA,NA,Notebook,HP,Windows 7,13.3,500,4,INTEL,2.4,NA,NA,Used
207.5,NA,NA,Notebook,Dell,Windows 7,17,500,8,NA,2.66,NA,Dedicated,Used
320,NA,NA,Notebook,Lenovo,Windows 7,12.5,320,8,INTEL,2.6,NA,Integrated,Used
140,NA,NA,NA,Lenovo,NA,14,320,4,NA,2.6,NA,NA,Used
219.99,14.99,Buyer,Notebook,HP,Windows 7,14.5,320,4,AMD,2.3,NA,NA,Used
160,0,Buyer,Notebook,Dell,Windows 7,17,120,2,INTEL,2.16,NA,Dedicated,Seller refurbished
448.88,0,Buyer,Notebook,Dell,Windows 8,15.6,NA,8,AMD,1.9,2014,NA,New
1325,13.5,NA,Notebook,NA,Windows 8,17.3,1000,16,INTEL,NA,NA,Dedicated,New
329.99,0,Buyer,NA,HP,Windows 8,15.6,500,NA,INTEL,1.7,NA,Integrated,Manufacturer refurbished
102.5,20,NA,Notebook,HP,Windows XP,17,320,4,AMD,2.1,NA,Integrated,Used
149.98,0,Buyer,Laptop,NA,Windows 7,10.4,62,2,INTEL,1.33,NA,Integrated,Used
225,9.99,Buyer,NA,Dell,Windows 7,14,320,4,INTEL,2.6,NA,NA,Manufacturer refurbished
598,0,Buyer,Laptop,Dell,Windows 7,17.3,1000,8,INTEL,2,NA,Integrated,Manufacturer refurbished
95,8,Buyer,Notebook,Dell,Windows 8,12,73,2,INTEL,1.2,NA,Integrated,Used
199,0,Buyer,Notebook,Dell,NA,14.1,NA,0.512,INTEL,1.8,2000,Integrated,Used
30,0,NA,Laptop,HP,NA,NA,NA,NA,NA,NA,NA,NA,For parts or not working
925.45,0,Buyer,Notebook,HP,Windows 8,17.3,1500,16,INTEL,2.5,2014,Integrated,Manufacturer refurbished
59.99,NA,Buyer,Notebook,Lenovo,NA,14.1,160,2,INTEL,2.2,NA,Integrated,Used
360,0,NA,Notebook,Dell,Windows 7,14,256,NA,INTEL,2.9,NA,NA,Used
179.99,26,Buyer,Notebook,Lenovo,Not included,14,0,2,INTEL,1.83,NA,NA,Used
79.99,NA,NA,Notebook,HP,Windows 7,14,NA,2,INTEL,2.26,NA,NA,Used
100,NA,Buyer,Notebook,NA,Not included,12.1,80,2,INTEL,1.83,NA,Integrated,Used
175,NA,NA,Notebook,HP,Windows 8,11.6,32,2,INTEL,2.16,NA,NA,New
123.45,NA,NA,Notebook,Acer,Windows 7,15.6,320,4,INTEL,NA,NA,Integrated,Used
446.49,0,Seller,Notebook,Lenovo,Windows 8,15.6,500,6,INTEL,1.7,NA,NA,New
184.98,15,Buyer,Laptop,Lenovo,Windows 7,12.1,250,4,INTEL,2,NA,Integrated,Used
71,NA,NA,Notebook,Samsung,Windows XP,15.6,750,8,INTEL,3.1,NA,Integrated,Used
385,NA,NA,Notebook,HP,Windows 7,15.6,500,8,INTEL,2.6,NA,Integrated,Used
26,0,NA,Laptop,Dell,NA,NA,NA,NA,NA,NA,NA,NA,For parts or not working
120,0,Buyer,Notebook,Dell,Windows 7,15.4,250,2,AMD,2,NA,Integrated,Used
500,0,NA,Notebook,Acer,Windows 8,13,128,4,INTEL,1.8,NA,NA,Used
21.87,NA,NA,Notebook,HP,Windows XP,15,40,0.512,AMD,1.86,NA,NA,Used
73.48,NA,Buyer,Notebook,Lenovo,Windows Vista,15.4,160,2,INTEL,2.53,NA,Integrated,Used
799,0,Buyer,Notebook,Lenovo,Windows 8,15.6,500,8,INTEL,3.4,2014,Dedicated,Manufacturer refurbished
48,0,NA,Laptop,Dell,NA,NA,NA,NA,NA,NA,NA,NA,For parts or not working
250,25,Buyer,Notebook,Dell,NA,NA,NA,NA,NA,NA,NA,NA,Used
209.99,0,NA,Notebook,Dell,Windows 7,15.6,320,4,AMD,2.3,NA,Integrated,Seller refurbished
199,NA,NA,Laptop,Asus,Windows 8,15,300,4,INTEL,2.27,NA,Integrated,Used
400,0,NA,Laptop,Toshiba,Windows 8,17.3,500,NA,AMD,1.8,NA,NA,New
275,0,Buyer,Notebook,Dell,Windows XP,15.6,750,4,INTEL,1.73,NA,Dedicated,Used
75,15,NA,Notebook,Asus,Windows 7,14,NA,NA,INTEL,2.3,NA,NA,Used
399,NA,NA,Notebook,HP,Windows 8,17.3,500,6,AMD,2,NA,NA,New
199.99,15,Buyer,Notebook,HP,Not included,11.6,128,4,NA,1.9,NA,Integrated,Seller refurbished
899.99,0,Buyer,Notebook,Lenovo,Windows 7,15.6,256,16,INTEL,2.6,NA,Integrated,Manufacturer refurbished
349.99,8.95,NA,NA,Acer,NA,NA,NA,NA,NA,NA,NA,NA,New
219.99,0,Buyer,Notebook,Lenovo,Windows 8,10.1,320,2,INTEL,2,NA,Integrated,Manufacturer refurbished
119.99,15,Buyer,Notebook,Acer,Windows 7,15.6,160,4,INTEL,1.6,NA,NA,Used
39.75,22.5,NA,Notebook,Dell,NA,15.6,NA,NA,NA,NA,NA,Integrated,Used
184.99,0,Seller,Notebook,Toshiba,Windows 7,15.6,250,4,INTEL,2.67,NA,NA,Used
248.85,0,Buyer,Notebook,Dell,Windows 8,15.6,320,4,INTEL,1.4,NA,Integrated,Manufacturer refurbished
25,0,NA,Laptop,Dell,NA,NA,NA,NA,NA,NA,NA,NA,For parts or not working
90,0,Buyer,NA,Samsung,NA,NA,NA,NA,NA,NA,NA,NA,Used
43.55,19.99,NA,Notebook,Dell,Not included,14,NA,2,INTEL,2.8,NA,NA,For parts or not working
295,9.99,Buyer,Notebook,HP,Windows Vista,15.6,250,4,INTEL,2.66,NA,Dedicated,Seller refurbished
163.51,0,NA,Notebook,HP,Windows 7,15.6,320,4,AMD,1.3,NA,Integrated,New
40,NA,NA,Notebook,Dell,NA,13.3,NA,NA,INTEL,NA,NA,NA,Used
50,15,NA,Netbook,Toshiba,Windows Vista,10.1,250,1,ATOM,1.66,NA,Integrated,New
170,NA,NA,Laptop,Asus,Windows 8,10.1,64,2,INTEL,1.33,2013,NA,Used
450,NA,Buyer,NA,Lenovo,NA,NA,NA,NA,NA,NA,NA,NA,Used
350,NA,Buyer,NA,Lenovo,NA,NA,NA,NA,NA,NA,NA,NA,Used
76.49,NA,Buyer,Notebook,Dell,Windows Vista,14.1,80,4,INTEL,2.93,NA,Integrated,Used
85,16,NA,NA,Dell,NA,14,NA,NA,NA,NA,NA,NA,Seller refurbished
119.2,0,Buyer,Laptop,HP,Windows 7,12.1,120,2,INTEL,1.8,NA,Integrated,Used
127.5,15,Buyer,NA,HP,Not included,15.6,NA,NA,NA,2.6,NA,Integrated,Seller refurbished
159,20,Buyer,Notebook,Gateway,Windows 7,17,60,2,INTEL,1.66,NA,NA,Used
72,NA,Buyer,NA,Dell,Windows Vista,12.1,80,2,NA,1.2,NA,NA,Used
149,0,NA,Notebook,Emachines,Windows 7,15.6,250,3,INTEL,2.2,NA,Integrated,Used
649.95,0,Buyer,Notebook,Lenovo,Windows 8,15.6,1000,8,INTEL,2,NA,Integrated,New
41,NA,NA,Notebook,Asus,Not included,14.1,500,NA,NA,NA,NA,NA,Used
215,13,NA,NA,Fujitsu,NA,NA,80,2,NA,NA,NA,NA,Used
25,0,NA,Laptop,Dell,NA,NA,NA,NA,NA,NA,NA,NA,For parts or not working
540,NA,Buyer,Notebook,Dell,Windows 7,14.1,250,4,INTEL,2.53,NA,Integrated,Used
102.5,15,Buyer,NA,HP,Not included,15.6,NA,NA,NA,2.4,NA,Integrated,Seller refurbished
207.19,0,Seller,Notebook,HP,Windows 7,14,250,4,INTEL,2.5,NA,NA,Used
350,0,NA,Notebook,Dell,NA,15.6,500,4,NA,1.9,NA,NA,New
159.99,NA,Buyer,Notebook,HP,Windows 8,15.6,NA,NA,AMD,NA,2013,NA,Used
25.99,20,NA,NA,Dell,NA,NA,NA,NA,NA,NA,NA,NA,For parts or not working
354.09,0,Seller,Notebook,Toshiba,Windows 8,15.6,640,4,INTEL,2.3,NA,Integrated,New
25,0,NA,Laptop,Dell,NA,NA,NA,NA,NA,NA,NA,NA,For parts or not working
59.99,NA,Buyer,Notebook,Dell,Windows 7,14.1,60,2,INTEL,1.73,NA,NA,Used
1149,0,Buyer,Notebook,Lenovo,Windows 8,14,256,8,INTEL,2.9,2015,Integrated,Manufacturer refurbished
45,17,NA,Notebook,Sony,Windows Vista,15.4,320,4,INTEL,2,NA,NA,For parts or not working
159.99,0,Buyer,Notebook,HP,Windows 8,15.6,320,8,AMD,1.4,NA,Integrated,Used
1150,25,NA,Notebook,Asus,Windows 8,17.3,1280,24,INTEL,2.4,2014,Dedicated,Used
155,0,Buyer,Laptop,HP,Windows 7,12.1,160,2,INTEL,2.4,NA,Integrated,Used
185,9.99,Buyer,NA,Dell,Windows 7,14.1,320,4,INTEL,2.5,NA,NA,Manufacturer refurbished
149,12.95,NA,Notebook,Dell,Windows 7,15.6,250,2,INTEL,2,NA,Integrated,Used
299.99,0,Buyer,Ultrabook,NA,Windows 8,14,500,8,INTEL,1.7,NA,Integrated,Used
210,9.99,Buyer,NA,Dell,Windows 7,14,250,2,INTEL,2.5,NA,NA,Manufacturer refurbished
749.43,0,Buyer,Notebook,HP,Windows 8,17.3,1000,16,INTEL,2.3,2014,Integrated,Manufacturer refurbished
30.99,15,Buyer,Laptop,HP,Chrome OS,14,16,4,INTEL,1.4,NA,Integrated,For parts or not working
119.95,14.95,NA,Notebook,Dell,NA,14.1,40,0.64,INTEL,1,NA,Integrated,Used
235,0,Buyer,Notebook,Lenovo,Windows 7,12.5,320,4,INTEL,2.5,NA,Integrated,Used
145,NA,Buyer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Used
80,NA,NA,Netbook,Toshiba,Windows Vista,17.1,NA,NA,AMD,1.9,NA,NA,Used
99.95,12.75,Buyer,Notebook,HP,Windows 7,14,80,1.5,AMD,2.1,NA,Integrated,Used
1890,0,NA,Notebook,NA,Windows 8,15.6,NA,16,INTEL,3.5,2015,Dedicated,Used
399.99,6.99,Buyer,Notebook,Lenovo,Windows 7,14,320,4,INTEL,2.5,NA,Integrated,Used
27,0,NA,Laptop,NA,NA,NA,NA,NA,NA,NA,NA,NA,For parts or not working
338.85,0,Buyer,Notebook,Dell,Windows 8,15.6,500,4,INTEL,1.9,NA,Integrated,New
400,10,NA,Ultrabook,Dell,NA,15,NA,4,NA,NA,2014,NA,Used
34.99,NA,NA,Notebook,HP,Not included,14.1,NA,NA,NA,NA,NA,NA,For parts or not working
309.99,0,Buyer,Notebook,Dell,Windows 7,14,320,4,INTEL,2.7,NA,Integrated,Seller refurbished
189.99,0,Buyer,Notebook,Dell,NA,14.1,320,4,NA,2.5,NA,Integrated,Used
300,NA,NA,Notebook,NA,Windows 7,11.6,320,4,INTEL,1.06,2010,Dedicated,Used
650,15,Buyer,Ultrabook,Samsung,Windows 7,13.3,128,4,INTEL,2.6,NA,Integrated,Used
27,0,NA,Laptop,NA,NA,NA,NA,NA,NA,NA,NA,NA,For parts or not working
619,0,Buyer,Laptop,HP,Windows 8,15.6,1000,8,INTEL,2,NA,Integrated,Manufacturer refurbished
149.99,12,NA,Notebook,HP,NA,14,500,4,NA,2.6,NA,NA,Used
42,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Used
409,NA,Buyer,Notebook,Asus,Windows 8,NA,500,4,INTEL,1.8,NA,Integrated,Manufacturer refurbished
700,25,NA,Ultrabook,Lenovo,NA,14,256,NA,NA,NA,NA,Integrated,Used
39.99,0,Buyer,Notebook,HP,Not included,15.4,NA,0.512,AMD,1.66,NA,Integrated,Used
39.99,16,NA,NA,Dell,NA,15,NA,NA,NA,NA,NA,NA,Seller refurbished
165,NA,NA,Notebook,Lenovo,Windows 7,14,320,4,INTEL,2.5,NA,Integrated,Seller refurbished
152.5,0,NA,Laptop,Asus,Windows 8,11.6,32,2,INTEL,1.83,NA,NA,New
299.99,0,Buyer,Notebook,Dell,NA,15.6,500,4,NA,1.9,NA,NA,Seller refurbished
296.09,0,Seller,Notebook,Toshiba,Windows 8,15.6,500,4,INTEL,NA,NA,Integrated,New
579,0,Buyer,NA,HP,Windows 7,14,320,4,INTEL,2,NA,Integrated,New
469.99,0,Buyer,Notebook,HP,Windows 8,15.6,750,8,AMD,2.1,2013,Dedicated,New
799.99,0,NA,Notebook,Lenovo,NA,12,NA,NA,NA,NA,NA,NA,New
100,25,NA,Notebook,Dell,Windows XP,17,120,NA,INTEL,2,NA,NA,Used
150,NA,Buyer,Notebook,Panasonic,Windows XP,13.3,60,0.512,INTEL,1.2,NA,NA,Seller refurbished
75,NA,NA,Notebook,Acer,NA,15.4,NA,NA,NA,NA,NA,Integrated,Used
152.5,0,Buyer,Notebook,HP,Windows 8,15.6,750,4,INTEL,2.5,NA,NA,Used
159,0,NA,NA,Sony,NA,15.4,64,2,INTEL,1.73,NA,NA,Used
255,5,NA,Notebook,Lenovo,Windows 7,15.6,750,6,INTEL,2,2011,Hybrid,For parts or not working
125,10,NA,NA,Dell,NA,NA,NA,NA,NA,NA,NA,NA,Seller refurbished
150,16,Buyer,Laptop,Dell,Windows 7,15.6,500,4,INTEL,2,NA,NA,Used
179.99,0,Buyer,Notebook,Asus,NA,11.3,32,2,NA,1.33,NA,NA,New
449.99,6.94,Buyer,Notebook,HP,NA,15.6,1000,8,NA,1.8,NA,NA,New
150,NA,NA,Notebook,Asus,Windows 7,11.6,500,4,NA,1.8,NA,Integrated,Used
329.99,NA,NA,Notebook,HP,Windows 8,15.6,500,4,INTEL,NA,2014,NA,New
420,0,NA,NA,HP,Windows 7,14,500,4,INTEL,1.7,NA,Integrated,New
169.97,NA,Buyer,Notebook,Dell,Windows 7,14.1,500,4,INTEL,2.53,NA,Integrated,Seller refurbished
119.99,14.99,Buyer,Notebook,Acer,Windows 7,15.6,250,2,INTEL,2.2,NA,Integrated,Used
698.99,0,Buyer,NA,Lenovo,NA,NA,NA,NA,NA,NA,2014,NA,Seller refurbished
100,NA,NA,NA,Dell,NA,NA,NA,NA,NA,NA,NA,NA,Used
429.99,0,NA,NA,Dell,NA,NA,NA,NA,NA,NA,NA,NA,New
171.5,0,Buyer,Notebook,Asus,Windows 8,15.6,500,4,INTEL,2.16,NA,NA,Seller refurbished
449,NA,Buyer,Notebook,HP,Windows 8,15.6,1000,8,AMD,1.7,NA,NA,Seller refurbished
720,0,Buyer,Laptop,NA,Windows 8,12,256,8,INTEL,1.9,2014,Integrated,Used
399,7.99,NA,Notebook,Lenovo,NA,11.6,128,4,INTEL,1.5,2012,NA,New
167.5,0,Buyer,Notebook,HP,Windows 8,11.6,32,2,INTEL,2.58,2014,Dedicated,New
100,0,NA,Notebook,Acer,NA,10.1,NA,NA,NA,NA,NA,Integrated,Used
248.5,0,Buyer,Notebook,Acer,Windows 8,15.6,500,4,INTEL,2.66,2014,NA,New
199.99,29.99,Buyer,Notebook,Gateway,Windows 7,15.6,500,8,NA,1.8,NA,Integrated,Used
325,NA,NA,Notebook,HP,Windows 8,15.6,1000,16,INTEL,2.4,NA,Hybrid,Used
245,0,Buyer,Notebook,Dell,Windows 7,NA,NA,NA,NA,NA,NA,NA,Used
339.99,0,Buyer,Notebook,HP,Windows 8,15.6,750,4,NA,1.6,NA,Dedicated,Manufacturer refurbished
29.95,15,Buyer,Notebook,Dell,Not included,14,80,1,INTEL,1.66,NA,NA,Used
60,15,Buyer,Notebook,HP,NA,15.4,NA,NA,NA,NA,NA,Integrated,Used
238.88,0,Buyer,Notebook,Dell,Windows 8,15.6,320,4,INTEL,NA,NA,NA,Manufacturer refurbished
202.5,19.99,Buyer,Ultrabook,HP,Windows 7,13.3,NA,NA,INTEL,1.73,NA,Integrated,Used
189.99,0,Buyer,Laptop,Lenovo,NA,14,250,4,NA,2.5,NA,Integrated,Used
413.99,0,NA,Laptop,Dell,Windows 8,11.6,500,4,INTEL,2.16,NA,Integrated,New
34.99,0,Buyer,NA,Lenovo,Not included,14,160,2,INTEL,2.4,NA,NA,Used
68,NA,Buyer,Netbook,HP,Not included,10.1,250,1,INTEL,1.66,NA,Integrated,Used
100,NA,NA,Notebook,Asus,Windows Vista,15.6,750,6,NA,2.7,NA,Integrated,For parts or not working
1992,0,Seller,Laptop,NA,Windows 8,18.4,NA,16,INTEL,3.9,NA,Dedicated,Manufacturer refurbished
49.99,NA,NA,Notebook,Dell,Not included,NA,NA,4,INTEL,NA,NA,NA,Used
784.95,0,NA,Notebook,Lenovo,Windows 8,15.6,1000,8,NA,2.4,NA,Dedicated,New
249,0,Buyer,Notebook,Dell,Windows 7,14,160,4,INTEL,2.8,NA,NA,Used
105,0,Buyer,Netbook,Acer,Windows 7,11.6,250,4,AMD,1,NA,Integrated,Used
268.49,0,Seller,Notebook,HP,Windows 8,15.6,500,4,AMD,1.5,NA,Integrated,Seller refurbished
22.5,17.99,Buyer,Notebook,Lenovo,Windows 7,15.6,320,4,AMD,1.66,NA,NA,For parts or not working
172,NA,NA,NA,Dell,Windows 7,NA,NA,NA,NA,NA,NA,NA,Used
199.99,17.99,Buyer,Notebook,HP,Windows 8,15.6,500,6,AMD,1.9,NA,NA,Used
384.95,0,Buyer,Notebook,Toshiba,Windows 8,17.3,NA,NA,INTEL,NA,NA,NA,New
499,0,NA,Notebook,HP,Windows 8,15.6,750,6,INTEL,2,2014,Integrated,New
99.99,17.99,Buyer,Notebook,Toshiba,Windows 7,15.6,320,3,NA,2.2,NA,NA,Used
79.95,0,Buyer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Used
305.01,17.99,Buyer,Notebook,NA,Windows 7,17.3,1000,8,NA,2,NA,NA,Used
179.99,20,NA,Notebook,Toshiba,Windows 7,15.6,500,4,AMD,1.5,2014,Integrated,Used
399.99,17.99,Buyer,Notebook,Asus,Windows 7,17.3,750,12,NA,2,NA,NA,Used
280,0,NA,Notebook,Asus,Windows 7,12.1,NA,NA,NA,NA,NA,NA,New
89,0,Buyer,Notebook,Dell,Windows 7,10.1,80,2,INTEL,1.6,NA,NA,Used
250,0,NA,Notebook,Gateway,Windows 7,17,120,4,INTEL,2.26,NA,Dedicated,Used
592.45,0,Buyer,Notebook,HP,Windows 8,15.6,1000,8,INTEL,2.5,2014,Integrated,Manufacturer refurbished
152.5,0,NA,Notebook,Gateway,Windows 7,15.6,320,4,INTEL,1.8,NA,Integrated,Used
69.99,0,NA,Notebook,Dell,NA,14.1,NA,3,INTEL,2.53,NA,Integrated,Used
423.95,0,Buyer,NA,Toshiba,Windows 8,17.3,750,6,AMD,2,NA,Integrated,New
80,10,Buyer,NA,Acer,Windows Vista,NA,160,2,NA,NA,NA,NA,Used
59.99,NA,NA,Notebook,Toshiba,Windows XP,15.6,250,2,AMD,2.1,NA,Integrated,Used
295,9.99,Buyer,Notebook,Lenovo,Windows 7,12.5,320,4,INTEL,2.6,NA,Integrated,Seller refurbished
29.99,NA,Buyer,Notebook,HP,Not included,NA,NA,3,AMD,2,NA,NA,For parts or not working
155,NA,Buyer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Used
113.52,NA,NA,Notebook,Dell,Windows XP,15.6,500,4,INTEL,2.2,NA,Integrated,Used
294.95,0,NA,Notebook,Gateway,Windows 8,17.3,NA,NA,AMD,1.4,NA,Integrated,New
300,NA,NA,Ultrabook,Acer,Windows Vista,13.3,128,4,INTEL,1.7,2015,Integrated,Used
69.99,NA,Buyer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Used
76,0,Buyer,Notebook,Gateway,Windows Vista,17,160,2,INTEL,1.73,NA,NA,Used
191.25,0,Buyer,Laptop,HP,Windows 7,12.1,120,4,INTEL,2.53,NA,Integrated,Used
129.95,29.95,NA,Notebook,Lenovo,Windows 7,14.1,NA,NA,INTEL,1.83,NA,Dedicated,Used
1049.99,0,Buyer,Notebook,Asus,Windows 8,17.3,750,12,INTEL,2.4,NA,Dedicated,Manufacturer refurbished
119.95,29.95,NA,Notebook,Lenovo,Windows 7,14.1,NA,NA,INTEL,2.4,NA,NA,Used
949.99,0,Buyer,Ultrabook,Lenovo,Windows 7,14,256,8,INTEL,2.1,NA,NA,New
169.99,8,Buyer,NA,Dell,Windows 7,14,250,4,INTEL,2.1,NA,NA,Seller refurbished
120,0,NA,Notebook,Acer,Windows 8,10.1,32,2,NA,1.33,NA,NA,Used
69.99,NA,NA,Notebook,IBM,Not included,14.1,80,2,INTEL,2,NA,NA,Used
27.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Used
609.99,0,Buyer,Notebook,Dell,Windows 8,18.4,500,4,INTEL,3.1,2013,Integrated,New
40,NA,NA,Notebook,Dell,NA,15.4,NA,NA,NA,NA,NA,NA,Used
399,0,Seller,Ultrabook,Lenovo,Windows 8,13.3,500,4,INTEL,1.8,NA,Integrated,Manufacturer refurbished
200,NA,NA,NA,Toshiba,Windows 7,NA,NA,NA,NA,NA,NA,NA,Used
429,0,Buyer,Notebook,Dell,Windows 8,15.6,500,6,INTEL,2.6,NA,Integrated,Manufacturer refurbished
175.27,NA,NA,NA,Lenovo,Not included,14,1000,16,INTEL,2.6,NA,Integrated,Used
389.99,0,Buyer,Notebook,HP,Windows 7,11.6,128,4,INTEL,1.9,2014,Integrated,Used
550,20,NA,NA,Lenovo,Windows 8,14,256,8,INTEL,2,2014,Dedicated,Used
49.95,13,Buyer,Notebook,HP,Not included,NA,NA,2,INTEL,2.13,NA,Integrated,Used
60.99,8.99,NA,NA,NA,Windows XP,12.1,NA,NA,NA,1.66,NA,NA,Used
85,15,NA,Netbook,Dell,Windows 7,10.1,320,2,INTEL,1.66,2009,Integrated,Used
549.99,NA,NA,Ultrabook,HP,Windows 7,14,500,8,INTEL,1.9,NA,NA,Used
700,NA,Buyer,NA,NA,NA,14,750,8,NA,2.4,NA,NA,Manufacturer refurbished
195.95,13.9,NA,Notebook,Dell,NA,14.1,320,4,INTEL,2.5,NA,Dedicated,Used
49.99,NA,NA,NA,HP,Windows 7,NA,NA,NA,INTEL,NA,NA,NA,Used
199,0,NA,Notebook,HP,Windows 8,15.6,500,4,INTEL,NA,NA,Integrated,Used
195,9.99,Buyer,Notebook,HP,Windows 7,14,320,2,INTEL,2.66,NA,Dedicated,Seller refurbished
279.99,0,Buyer,NA,Acer,NA,NA,NA,NA,NA,NA,NA,NA,Manufacturer refurbished
199.99,NA,NA,Notebook,Toshiba,Windows Vista,15.6,500,4,NA,1.4,NA,NA,New
479.94,0,Buyer,Notebook,Sony,Windows 7,16.4,750,8,INTEL,2.2,NA,Dedicated,Used
34.88,0,Buyer,Notebook,Gateway,Windows 7,15.6,NA,NA,INTEL,1.66,NA,Integrated,Used
1599,0,Buyer,Notebook,Lenovo,Windows 7,14,512,12,INTEL,2.1,2014,Integrated,New
499,19.99,NA,Notebook,Dell,Windows 7,15.4,500,4,INTEL,2.6,NA,Dedicated,Manufacturer refurbished
205,12,NA,Notebook,Sony,Windows 7,13.3,500,4,INTEL,2.5,NA,NA,Used
127.49,0,Buyer,Notebook,HP,Windows 7,10.1,320,2,INTEL,1.66,NA,Integrated,Seller refurbished
100,NA,NA,Laptop,Sony,Windows 7,16,584,6,INTEL,2,2011,Dedicated,Used
549.99,0,NA,Ultrabook,Acer,Windows 8,13.3,128,4,NA,1.9,2012,NA,New
120,NA,NA,Notebook,HP,Windows 7,17.3,500,4,INTEL,2.4,NA,NA,Used
149.99,0,Buyer,Laptop,Acer,Chrome OS,11.6,NA,2,INTEL,2.16,2014,NA,Manufacturer refurbished
249.95,NA,Buyer,Notebook,Dell,NA,15.6,500,6,INTEL,2.4,NA,NA,Used
103.49,NA,NA,NA,HP,NA,NA,NA,NA,NA,NA,NA,NA,Used
349.99,0,Buyer,Notebook,Lenovo,Windows 8,15.6,500,6,AMD,2,NA,Dedicated,New
39.99,15,NA,Notebook,Toshiba,Windows 8,15.4,NA,NA,NA,NA,NA,NA,For parts or not working
179,0,Buyer,Notebook,HP,Windows 7,15.6,512,4,AMD,1.9,NA,Integrated,Used
355,NA,Buyer,Notebook,Asus,Windows 7,17.3,500,12,INTEL,2.4,2012,Dedicated,Used
545,25,NA,Notebook,Lenovo,Windows 7,15.6,500,16,INTEL,2.4,NA,Integrated,Seller refurbished
