sellingPrice,shippingPrice,returnShippingPaidBy,type,brand,operatingSystem,screenSize,hardDriveGB,ramGB,processorType,processorSpeedGHZ,releaseYear,graphicsProcessingType,condition
20.51,0,Buyer,Ultrabook,Dell,Not included,13.3,320,4,INTEL,1.3,2004,Dedicated,For parts or not working
529.99,0,Buyer,Portable,HP,Windows 8,15.6,320,4,INTEL,2.13,2007,Hybrid,New
348,0,Buyer,Notebook,Dell,Windows 7,14,320,8,INTEL,2.4,2006,Integrated,Manufacturer refurbished
25.36,0,Buyer,Ultrabook,Dell,Not included,14.1,320,2,INTEL,2.5,2010,Hybrid,For parts or not working
99.99,29.99,Buyer,Notebook,Toshiba,Windows 7,15.6,500,4,INTEL,2.13,2010,Dedicated,Used
748.48,0,Buyer,Notebook,Lenovo,Windows 8,13.3,256,8,INTEL,1.8,2007,Dedicated,Used
615.6,0,Buyer,Laptop,Compaq,Windows Vista,14.1,320,4,INTEL,2.13,2009,Dedicated,New
149.95,0,Buyer,Notebook,Dell,Windows 8,11.6,250,4,INTEL,1.2,2003,Integrated,Used
280,0,Buyer,Notebook,Dell,Windows 8,17.3,500,4,INTEL,2.13,2011,Integrated,Manufacturer refurbished
449.99,0,Buyer,Notebook,Gateway,Windows 7,15.6,1000,8,INTEL,1.8,2014,Integrated,New
99.99,0,Buyer,Notebook,Acer,Windows 8,12,320,2,INTEL,1.1,2012,Dedicated,Used
592.45,0,Buyer,Notebook,HP,Windows 8,15.6,1000,8,INTEL,2.5,2014,Integrated,Manufacturer refurbished
26,12,Buyer,Notebook,Dell,Windows Vista,13.3,320,4,INTEL,2.13,2006,Integrated,For parts or not working
199.99,0,Buyer,Notebook,Toshiba,Windows 7,15.6,500,4,INTEL,1.8,2008,Integrated,Seller refurbished
156.5,0,Buyer,Notebook,Lenovo,Not included,13.3,320,4,INTEL,2.6,2014,Integrated,Used
444.98,0,Buyer,Ultrabook,Lenovo,Windows 8,14,500,4,INTEL,1.7,2005,Integrated,Manufacturer refurbished
309.59,0,Seller,Notebook,Acer,Windows 7,15.6,500,4,AMD,1.9,2005,Dedicated,Seller refurbished
249,19.99,Seller,Notebook,Panasonic,Windows 7,13.3,160,4,INTEL,1.66,2011,Integrated,Used
539,0,Buyer,Notebook,Asus,Windows 8,14.1,64,4,AMD,1.5,2011,Integrated,Manufacturer refurbished
160.5,0,Buyer,Netbook,Asus,Chrome OS,13.3,320,4,INTEL,2.16,2011,Integrated,New
300,0,Seller,Notebook,HP,Windows 7,15.6,320,4,AMD,1.7,2003,Hybrid,New
192.5,0,Buyer,Laptop,Asus,Windows 8,10.1,320,4,INTEL,1.83,2000,Dedicated,New
599.99,19.99,Buyer,Notebook,Dell,Windows 7,15.6,320,16,INTEL,2.3,2011,Dedicated,Manufacturer refurbished
449.99,0,Buyer,Ultrabook,Dell,Windows 2000,14.1,320,4,ATOM,2.13,2004,Hybrid,Seller refurbished
70.69,0,Buyer,Netbook,Asus,Chrome OS,11.6,320,4,INTEL,2.16,2005,Integrated,Used
179.99,0,Buyer,Notebook,Lenovo,Windows 2000,14.1,320,4,INTEL,2.13,2005,Dedicated,Used
44.99,15,Buyer,Notebook,Asus,Not included,14.1,320,4,ATOM,2.13,2013,Integrated,For parts or not working
1599,0,Buyer,Ultrabook,Lenovo,Windows 7,14,256,8,INTEL,2.6,2015,Integrated,New
151.99,0,Buyer,Notebook,Lenovo,Not included,14,100,4,INTEL,2.4,2009,Integrated,Used
26,15,Buyer,Laptop,Lenovo,Windows 7,12.1,160,4,INTEL,1.86,2007,Integrated,Used
150,0,Buyer,Portable,Dell,Windows 7,14.1,320,4,ATOM,2.13,2008,Hybrid,Used
33,0,Seller,Notebook,Sony,Windows 7,15.5,320,4,AMD,2.13,2000,Hybrid,For parts or not working
249.99,0,Buyer,Notebook,Lenovo,Windows 7,12.5,250,4,INTEL,2.6,2011,Hybrid,Used
199.95,15,Buyer,Notebook,Acer,Windows 8,15.6,1000,4,INTEL,2.13,2002,Hybrid,Used
299.99,0,Buyer,Notebook,Lenovo,Windows Vista,15.6,250,4,INTEL,2.6,2003,Integrated,Seller refurbished
49.99,0,Buyer,Netbook,HP,Windows XP,14.1,320,4,INTEL,2.13,2001,Hybrid,Used
295,9.99,Buyer,Portable,Dell,Windows 7,15.6,320,8,INTEL,2.5,2008,Dedicated,Manufacturer refurbished
999.99,0,Buyer,Notebook,Dell,Windows 8,14.1,320,4,INTEL,3,2010,Dedicated,New
74.95,12,Buyer,Laptop,Acer,Chrome OS,11.6,16,4,AMD,1.1,2015,Integrated,Used
499,0,Buyer,Ultrabook,Dell,Windows 7,14,256,8,INTEL,2,2011,Integrated,Manufacturer refurbished
51,0,Buyer,Netbook,Lenovo,Not included,14,160,2,INTEL,2.4,2004,Dedicated,Used
169.95,0,Buyer,Ultrabook,Lenovo,Windows 7,12.1,250,4,INTEL,2.13,2014,Integrated,Seller refurbished
579.99,19,Buyer,Notebook,Gateway,Windows 8,17.3,1000,8,INTEL,3,2008,Hybrid,Manufacturer refurbished
26,30,Seller,Notebook,Samsung,Windows XP,17,320,2,INTEL,1.5,2014,Integrated,For parts or not working
59.95,29.95,Buyer,Notebook,Dell,Not included,12.1,40,2,INTEL,2,2015,Integrated,Used
44.99,0,Buyer,Notebook,Panasonic,Not included,10.4,60,0.512,INTEL,1.2,2004,Integrated,Used
46,11,Buyer,Notebook,HP,Chrome OS,14.1,320,4,ATOM,2.13,2015,Hybrid,Used
210,0,Buyer,Notebook,Gateway,Windows 7,15.6,320,4,INTEL,2.4,2008,Integrated,New
489.99,0,Buyer,Notebook,Toshiba,Windows 7,15.6,320,4,ATOM,2.13,2015,Integrated,New
495,0,Seller,Ultrabook,HP,Windows XP,17.3,256,8,ATOM,2.13,2001,Integrated,Used
699,0,Buyer,Notebook,Asus,Windows XP,15.6,1000,8,INTEL,3,2000,Integrated,Manufacturer refurbished
217.5,0,Seller,Ultrabook,Compaq,Chrome OS,14.1,320,4,AMD,2.13,2011,Hybrid,Used
200,15,Buyer,Netbook,Gateway,Windows XP,14.1,320,4,ATOM,2.13,2014,Integrated,Used
306.12,0,Seller,Portable,IBM,Windows 2000,14.1,320,4,ATOM,2.13,2000,Integrated,Used
169.95,0,Buyer,Laptop,Asus,Windows Vista,14.1,320,4,AMD,2.13,2004,Dedicated,Used
499,0,Seller,Laptop,Asus,Windows XP,13.3,128,4,INTEL,1.6,2012,Integrated,Used
249.99,0,Buyer,Notebook,Dell,Not included,14,320,4,INTEL,2.4,2002,Dedicated,Used
549.95,0,Buyer,Notebook,Dell,Windows 8,15.6,1000,8,INTEL,2.7,2006,Integrated,New
149.5,0,Buyer,Notebook,Dell,Windows 8,15.6,500,4,INTEL,2.5,2012,Hybrid,Used
245,20,Buyer,Notebook,Dell,Windows 7,15.6,250,3,INTEL,2.1,2015,Integrated,Seller refurbished
40,12,Buyer,Notebook,Samsung,Windows 7,15.6,320,4,INTEL,2.13,2000,Dedicated,For parts or not working
49.99,0,Buyer,Notebook,Dell,Not included,14.1,320,6,INTEL,2.13,2014,Integrated,Used
99.99,0,Buyer,Notebook,Lenovo,Windows 7,15.4,120,2,INTEL,2.4,2005,Integrated,Used
599.99,0,Buyer,Notebook,Dell,Windows 8,17.3,1000,8,INTEL,3.1,2008,Dedicated,Manufacturer refurbished
145,15,Buyer,Notebook,Acer,Windows 8,14.1,160,3,INTEL,2.2,2002,Hybrid,Seller refurbished
249.99,0,Buyer,Notebook,Dell,Windows 8,14,500,2,INTEL,2.16,2014,Hybrid,New
22.5,0,Seller,Netbook,HP,Not included,17,320,2,INTEL,2.5,2012,Hybrid,For parts or not working
548,0,Buyer,Notebook,Dell,Windows 7,17.1,640,8,INTEL,2.53,2014,Dedicated,Manufacturer refurbished
255,25,Buyer,Notebook,HP,Windows 8,15.6,750,6,AMD,2.3,2010,Dedicated,Used
419.79,0,Buyer,Notebook,Lenovo,Windows 8,15.6,500,6,INTEL,2,2001,Dedicated,New
99.99,12.75,Buyer,Ultrabook,Sony,Windows 2000,14.1,64,3,INTEL,2.8,2015,Dedicated,Used
76,50,Seller,Ultrabook,Lenovo,Windows XP,11,320,4,INTEL,2.13,2009,Dedicated,Used
299,0,Buyer,Netbook,Fujitsu,Chrome OS,14.1,80,4,AMD,2.13,2013,Integrated,Used
640,0,Buyer,Notebook,HP,Windows XP,14.1,320,8,INTEL,2,2012,Integrated,New
44.99,8.95,Buyer,Notebook,Lenovo,Windows XP,14.1,320,4,ATOM,2.13,2003,Dedicated,Used
189,27,Buyer,Ultrabook,Emachines,Windows XP,14.1,320,4,AMD,2.13,2002,Dedicated,Used
399,0,Seller,Laptop,Panasonic,Chrome OS,15.6,320,8,INTEL,2.3,2004,Integrated,Used
250,0,Buyer,Portable,Sony,Windows 7,14.1,320,4,INTEL,2.39,2008,Hybrid,Seller refurbished
125,0,Buyer,Ultrabook,Gateway,Windows XP,14.1,320,4,AMD,2.13,2004,Integrated,Used
200,0,Buyer,Laptop,Dell,Windows 7,12.1,80,5,INTEL,1.66,2010,Integrated,Seller refurbished
1129,0,Buyer,Notebook,Lenovo,Windows 8,14,256,8,INTEL,3.2,2015,Integrated,Manufacturer refurbished
49.95,19.95,Buyer,Notebook,Dell,Windows 7,14.1,320,4,INTEL,1.4,2009,Integrated,Used
579,0,Buyer,Laptop,Lenovo,Windows 8,15.6,1000,8,INTEL,2.13,2002,Integrated,Manufacturer refurbished
790,0,Buyer,Laptop,Dell,Windows XP,14.1,1000,16,INTEL,2.13,2009,Dedicated,Seller refurbished
76.01,0,Buyer,Laptop,Dell,Not included,15.6,320,1,INTEL,2.13,2006,Integrated,For parts or not working
189.99,18.98,Buyer,Notebook,HP,Windows 8,15.6,500,4,ATOM,2.17,2012,Hybrid,Used
230,0,Buyer,Laptop,Asus,Windows 7,15.6,320,4,INTEL,2.5,2009,Hybrid,Used
252,0,Buyer,Laptop,HP,Windows 7,12.1,120,8,INTEL,2.53,2013,Integrated,Used
20.51,0,Buyer,Portable,HP,Not included,15.4,320,4,INTEL,2.8,2000,Hybrid,For parts or not working
599.99,0,Buyer,Notebook,Lenovo,Not included,14,320,4,INTEL,2.66,2008,Integrated,Used
112.5,0,Seller,Notebook,HP,Windows 8,17.3,500,6,AMD,1.9,2011,Integrated,Used
300,0,Seller,Notebook,HP,Windows 8,15.6,500,4,INTEL,2.16,2010,Integrated,New
27,0,Buyer,Netbook,Dell,Not included,13.3,320,2,INTEL,2,2011,Hybrid,For parts or not working
199,0,Buyer,Notebook,Dell,Windows 7,14,250,4,INTEL,2.66,2010,Integrated,Seller refurbished
185,0,Buyer,Notebook,Panasonic,Not included,13.3,500,1,INTEL,1.6,2003,Dedicated,Used
26.76,0,Seller,Ultrabook,Dell,Not included,13.3,320,4,INTEL,2.1,2012,Hybrid,For parts or not working
89,19,Buyer,Ultrabook,HP,Windows 7,14.1,320,4,ATOM,2.13,2014,Dedicated,Seller refurbished
699.99,0,Seller,Portable,Compaq,Windows 8,12.5,320,4,INTEL,2.13,2000,Integrated,New
32,0,Seller,Ultrabook,Dell,Not included,13.3,320,1,INTEL,2.1,2006,Dedicated,For parts or not working
199.99,0,Buyer,Notebook,Lenovo,Windows 7,15.6,320,4,INTEL,2.5,2002,Integrated,Used
410,0,Buyer,Notebook,Asus,Windows 8,13.3,500,4,INTEL,1.8,2004,Dedicated,Manufacturer refurbished
49,0,Seller,Notebook,HP,Windows 7,10.1,149,1,INTEL,1.66,2009,Dedicated,Used
319.99,0,Buyer,Notebook,HP,Windows 8,15.6,500,4,AMD,2.1,2003,Dedicated,New
285,0,Buyer,Notebook,HP,Windows 8,14,320,4,AMD,2.5,2003,Integrated,Used
107.5,0,Buyer,Notebook,Dell,Windows Vista,14,250,2,INTEL,2,2007,Integrated,Used
135,20,Buyer,Notebook,Dell,Windows 7,14,320,2,INTEL,2,2012,Integrated,Used
59.99,0,Buyer,Ultrabook,Gateway,Windows Vista,14.1,320,4,AMD,2.13,2012,Dedicated,Used
142.5,0,Buyer,Notebook,Dell,Windows 8,15.6,500,4,INTEL,2.16,2014,Integrated,Used
50,0,Buyer,Laptop,Compaq,Windows Vista,11,320,4,AMD,1.5,2007,Integrated,For parts or not working
103.5,0,Buyer,Notebook,Compaq,Not included,14.1,320,4,ATOM,2.13,2005,Integrated,Used
27,20,Buyer,Notebook,Dell,Not included,14.1,320,1,INTEL,1.8,2006,Integrated,Used
151.99,0,Buyer,Ultrabook,Dell,Windows 7,12.1,128,5.12,INTEL,1.6,2000,Integrated,Used
46.97,0,Buyer,Notebook,Dell,Windows 7,15.6,160,2,INTEL,2.2,2007,Integrated,Used
68,14.99,Buyer,Netbook,Asus,Windows 7,10.1,320,4,ATOM,1.66,2012,Dedicated,Seller refurbished
89.99,0,Buyer,Notebook,Toshiba,Not included,12.1,320,4,INTEL,2.13,2013,Hybrid,Used
299.99,0,Buyer,Notebook,Dell,Windows 8,15.6,500,4,AMD,1.8,2010,Dedicated,New
200,19.99,Buyer,Laptop,Dell,Windows 7,14.1,128,4,INTEL,2.67,2009,Dedicated,Seller refurbished
36,13.5,Buyer,Laptop,HP,Windows Vista,17,1000,2,AMD,2,2005,Hybrid,Used
375,4.99,Seller,Notebook,Lenovo,Windows 7,12.5,320,8,INTEL,2.8,2001,Integrated,Seller refurbished
35,0,Buyer,Netbook,Gateway,Windows XP,10.1,139,1,INTEL,1.66,2012,Integrated,Used
199.99,0,Buyer,Notebook,HP,Windows 7,14,250,2,INTEL,2.4,2012,Integrated,Seller refurbished
305,0,Seller,Notebook,Acer,Windows 8,14,500,6,INTEL,1.8,2012,Dedicated,New
159,19,Buyer,Notebook,Lenovo,Windows 7,14.1,160,2,INTEL,2.4,2000,Integrated,Seller refurbished
49.99,14.99,Seller,Notebook,HP,Not included,14.1,320,4,AMD,2.13,2000,Integrated,Used
46,0,Seller,Notebook,Dell,Not included,15.4,320,4,INTEL,2.13,2007,Integrated,For parts or not working
534.02,0,Buyer,Notebook,Dell,Windows 8,17.3,1000,8,INTEL,2.13,2005,Dedicated,New
100,0,Buyer,Notebook,Asus,Windows Vista,14.1,320,4,ATOM,2.13,2006,Hybrid,Used
914.99,0,Buyer,Ultrabook,Lenovo,Windows 8,14,240,8,INTEL,2.1,2003,Integrated,Manufacturer refurbished
152.5,0,Buyer,Portable,Dell,Windows 7,14.1,256,8,AMD,2.13,2006,Integrated,Used
249.99,0,Seller,Notebook,Dell,Not included,14.1,60,1,INTEL,2,2009,Integrated,Used
299,0,Seller,Portable,Panasonic,Windows 8,15.6,500,4,INTEL,2.13,2015,Hybrid,New
127.5,19,Seller,Portable,Asus,Windows 8,15.6,320,4,INTEL,2.16,2009,Hybrid,Used
449.99,0,Buyer,Notebook,HP,Windows 8,17.3,320,4,AMD,2,2012,Hybrid,New
117.5,0,Buyer,Notebook,HP,Windows 8,11.6,32,2,INTEL,2.16,2007,Hybrid,New
289.98,0,Buyer,Notebook,HP,Windows 8,15.6,320,4,AMD,2.13,2015,Hybrid,Manufacturer refurbished
97.5,11,Buyer,Notebook,HP,Windows Vista,14,320,2,AMD,2.53,2001,Dedicated,For parts or not working
498.75,0,Buyer,Notebook,Dell,Not included,14,500,8,INTEL,2,2006,Integrated,Used
49.99,12.95,Seller,Notebook,IBM,Windows 8,14.1,320,4,INTEL,2.13,2014,Hybrid,Used
1009,0,Buyer,Notebook,Dell,Windows 8,13.3,256,8,INTEL,2.2,2015,Integrated,Manufacturer refurbished
29.99,12.95,Buyer,Netbook,IBM,Windows 8,14.1,120,4,INTEL,2.13,2014,Dedicated,Used
120,0,Seller,Notebook,Dell,Windows 7,15.6,250,3,INTEL,2.3,2006,Integrated,Used
580,0,Buyer,Netbook,Emachines,Chrome OS,14.1,320,4,INTEL,2.13,2015,Dedicated,Used
432,0,Buyer,Laptop,Dell,Chrome OS,14.1,500,8,AMD,3.2,2006,Integrated,New
40.5,21,Seller,Laptop,HP,Windows Vista,13.3,320,4,AMD,2.13,2006,Dedicated,For parts or not working
250,0,Buyer,Notebook,Toshiba,Windows 7,13.3,320,4,INTEL,2.4,2015,Integrated,Used
429,0,Buyer,Laptop,Acer,Windows 8,17.3,1000,8,AMD,2,2015,Dedicated,New
122.5,29,Buyer,Laptop,Panasonic,Windows 7,10.4,40,0.768,AMD,1.1,2010,Dedicated,Seller refurbished
269.99,0,Buyer,Notebook,HP,Windows 7,14,500,4,INTEL,2.5,2008,Dedicated,Seller refurbished
31,0,Seller,Laptop,Sony,Windows 7,15.5,320,3,AMD,2.2,2013,Integrated,For parts or not working
450,0,Seller,Laptop,Dell,Chrome OS,14.1,500,8,INTEL,1.7,2001,Integrated,New
50,0,Buyer,Notebook,HP,Windows XP,17,200,1,INTEL,1.73,2009,Integrated,Used
61.08,0,Buyer,Laptop,Dell,Windows 7,14.1,320,4,ATOM,2.13,2009,Hybrid,Seller refurbished
287.89,0,Seller,Notebook,HP,Windows 8,15.6,750,4,ATOM,2,2002,Hybrid,Seller refurbished
35.99,14.99,Buyer,Laptop,Acer,Windows 8,7,8,0.512,INTEL,1.5,2003,Hybrid,New
78.5,0,Buyer,Netbook,Acer,Windows 7,10.1,320,4,INTEL,2.13,2014,Hybrid,Used
250,19,Buyer,Notebook,Toshiba,Windows 7,15.5,500,4,INTEL,2.53,2002,Hybrid,Used
579.99,0,Buyer,Notebook,Lenovo,Windows 8,15.6,1000,8,INTEL,2,2014,Integrated,New
449.99,0,Buyer,Notebook,HP,Windows 8,15.6,750,6,AMD,2.1,2004,Hybrid,Manufacturer refurbished
190,19.99,Buyer,Notebook,Lenovo,Windows 7,12.5,320,4,INTEL,2.6,2015,Integrated,Seller refurbished
56,16,Buyer,Ultrabook,Dell,Windows 8,14,320,4,INTEL,2.13,2000,Dedicated,Seller refurbished
129.99,0,Buyer,Notebook,Acer,Windows Vista,14.1,320,4,INTEL,2.13,2008,Hybrid,Used
102.5,17.99,Buyer,Notebook,HP,Chrome OS,14,100,16,INTEL,2.16,2005,Hybrid,Used
140,0,Buyer,Notebook,HP,Windows 8,15.6,320,2,AMD,1.3,2002,Integrated,Used
224.99,17.99,Buyer,Notebook,Lenovo,Windows 8,15.6,500,6,AMD,2.1,2009,Dedicated,Used
62.99,0,Buyer,Notebook,Lenovo,Not included,14,160,4,INTEL,2.26,2014,Integrated,Used
81.51,0,Buyer,Notebook,Dell,Windows 7,14.1,80,2,INTEL,1.86,2006,Integrated,Seller refurbished
203.49,0,Seller,Notebook,Dell,Windows 7,15.6,250,4,AMD,2,2013,Dedicated,Used
63,16,Seller,Laptop,HP,Windows Vista,14.1,320,4,INTEL,2.13,2002,Dedicated,Seller refurbished
97,0,Buyer,Notebook,Dell,Windows 7,14.1,250,4,INTEL,2.4,2014,Integrated,Seller refurbished
299.99,0,Buyer,Ultrabook,Acer,Chrome OS,17.3,320,4,INTEL,2.13,2009,Dedicated,New
175.75,4.99,Seller,Notebook,Dell,Windows 7,14.1,160,4,INTEL,2.53,2007,Integrated,Seller refurbished
160.5,17.99,Buyer,Notebook,Dell,Windows 8,15.6,500,4,INTEL,1.8,2015,Dedicated,Used
399,0,Buyer,Notebook,Dell,Windows 7,13.3,320,6,INTEL,2.9,2002,Integrated,Seller refurbished
91.25,0,Buyer,Notebook,HP,Windows 7,12.1,250,4,INTEL,2.66,2005,Hybrid,Used
435,15,Buyer,Notebook,Dell,Windows 7,14,750,8,ATOM,2.5,2007,Integrated,Used
22.5,17.29,Seller,Laptop,HP,Windows 8,15.6,500,4,AMD,1.7,2011,Hybrid,Seller refurbished
299.95,0,Buyer,Notebook,Toshiba,Windows 8,15.6,500,4,INTEL,2.58,2006,Dedicated,New
139.99,26.12,Buyer,Notebook,Toshiba,Not included,15.6,80,2,INTEL,2.5,2005,Integrated,Used
99.99,16,Seller,Netbook,Asus,Windows 7,15.6,320,3,INTEL,2.13,2006,Dedicated,Used
199.99,0,Buyer,Notebook,Dell,Not included,17,320,4,INTEL,2.4,2005,Integrated,Used
85.65,0,Buyer,Portable,Dell,Windows 7,15.4,80,4,INTEL,2.13,2000,Dedicated,Used
679.87,19.99,Buyer,Ultrabook,Lenovo,Windows 8,15.6,1000,16,INTEL,2.13,2015,Integrated,Manufacturer refurbished
102.5,16.87,Seller,Notebook,Asus,Windows 8,14,500,4,INTEL,1.4,2011,Dedicated,Seller refurbished
31,16,Seller,Notebook,Toshiba,Windows 8,15.6,500,4,INTEL,2.16,2012,Dedicated,Seller refurbished
117.5,15,Buyer,Laptop,HP,Not included,15.6,320,4,AMD,2.5,2002,Integrated,For parts or not working
287.38,0,Buyer,Notebook,IBM,Chrome OS,14.1,320,4,ATOM,2.13,2007,Integrated,New
80,5,Seller,Notebook,Lenovo,Windows 7,15,320,3,INTEL,2,2000,Integrated,Used
94.99,0,Buyer,Netbook,HP,Windows 7,10.1,160,2,INTEL,1.6,2015,Integrated,Used
104.5,14.99,Buyer,Ultrabook,Sony,Windows 8,14.1,750,8,INTEL,1.8,2015,Integrated,For parts or not working
249.99,16.95,Buyer,Notebook,Lenovo,Windows 7,14,250,4,INTEL,2.5,2009,Integrated,Seller refurbished
65.99,0,Buyer,Netbook,IBM,Windows XP,15,30,0.768,INTEL,1.73,2011,Integrated,Seller refurbished
54,0,Buyer,Notebook,Samsung,Chrome OS,11.6,16,2,AMD,1.7,2000,Integrated,Used
1794.95,0,Seller,Notebook,Dell,Windows 8,14.1,512,16,INTEL,3.3,2014,Dedicated,Manufacturer refurbished
35,19.9,Buyer,Notebook,HP,Windows XP,15.4,320,4,AMD,2.13,2014,Integrated,Used
400,20,Buyer,Notebook,Lenovo,Windows 8,12.5,180,8,INTEL,2.9,2000,Integrated,Used
120,0,Seller,Notebook,HP,Windows XP,14.1,250,4,AMD,2.1,2001,Integrated,Used
149.99,9.99,Seller,Notebook,HP,Windows 7,17.3,500,4,INTEL,2,2009,Hybrid,Used
169.99,0,Buyer,Notebook,HP,Not included,12.5,250,4,INTEL,2.6,2012,Hybrid,Used
205,9.99,Buyer,Ultrabook,Dell,Windows 7,14,120,2,INTEL,2.6,2010,Hybrid,Manufacturer refurbished
101.08,0,Buyer,Notebook,Toshiba,Windows XP,10.1,160,1,ATOM,1.66,2014,Dedicated,Seller refurbished
103.5,0,Buyer,Notebook,Acer,Chrome OS,16,500,4,INTEL,2.13,2008,Integrated,For parts or not working
97.75,12.95,Buyer,Notebook,Dell,Windows Vista,14,250,2,INTEL,2,2007,Integrated,Used
159.99,0,Buyer,Notebook,Dell,Windows 7,14,320,6,INTEL,2.6,2012,Integrated,Used
109,13.2,Buyer,Laptop,Lenovo,Not included,11.6,320,4,AMD,2.13,2010,Dedicated,Seller refurbished
40,0,Buyer,Notebook,Dell,Windows XP,14.1,80,0.512,INTEL,2.13,2006,Hybrid,Used
150,9.99,Buyer,Notebook,Dell,Windows 7,14.1,160,4,INTEL,2.66,2002,Hybrid,Manufacturer refurbished
59.99,0,Buyer,Ultrabook,Samsung,Chrome OS,14.1,320,4,ATOM,2.13,2002,Hybrid,Used
355,25,Buyer,Notebook,Dell,Windows 7,15.6,750,8,INTEL,2.7,2012,Integrated,Used
189,0,Seller,Netbook,HP,Windows 8,15.6,500,4,ATOM,1,2012,Dedicated,Used
65,13,Seller,Notebook,Dell,Windows 8,14.1,320,4,INTEL,2.13,2010,Integrated,For parts or not working
399,16,Buyer,Notebook,Dell,Windows 7,17,500,4,ATOM,2,2010,Dedicated,Used
189.99,0,Buyer,Notebook,HP,Windows 8,14,320,4,ATOM,2.13,2005,Hybrid,Used
140.05,0,Buyer,Notebook,Dell,Windows 7,14.1,640,6,INTEL,2.67,2002,Integrated,Seller refurbished
50,10,Buyer,Notebook,Lenovo,Not included,12,100,2,AMD,1.6,2008,Integrated,Used
125,20,Seller,Notebook,Asus,Windows 8,15.6,320,4,INTEL,2.13,2010,Hybrid,Used
239.99,0,Buyer,Laptop,Toshiba,Windows 2000,14.1,320,4,INTEL,2.13,2003,Hybrid,New
59,15.95,Buyer,Notebook,Dell,Windows 7,15.4,320,1,INTEL,1.73,2005,Integrated,Used
199.95,0,Buyer,Notebook,Panasonic,Windows XP,12.1,500,4,INTEL,2.4,2015,Integrated,Used
189,0,Buyer,Notebook,Asus,Windows Vista,15.6,320,4,INTEL,1.3,2004,Dedicated,Used
55,13,Buyer,Notebook,Dell,Windows Vista,14.1,320,4,AMD,2.13,2007,Integrated,For parts or not working
179.99,15,Buyer,Notebook,Dell,Windows 7,17,320,4,INTEL,2.6,2002,Dedicated,Used
38,17,Seller,Notebook,Acer,Windows Vista,11.6,320,4,ATOM,2.13,2007,Dedicated,Used
256.29,0,Seller,Notebook,Toshiba,Windows 8,15.6,640,4,AMD,3.2,2000,Hybrid,Seller refurbished
42,11,Buyer,Netbook,Samsung,Windows 7,8.9,320,4,INTEL,2.13,2005,Hybrid,Used
100,0,Seller,Notebook,Lenovo,Windows 7,15.4,160,2,ATOM,2.2,2011,Dedicated,Used
292.59,0,Seller,Notebook,Toshiba,Windows 8,15.6,750,6,INTEL,1.9,2011,Hybrid,Seller refurbished
35.99,14.99,Buyer,Laptop,Dell,Windows Vista,7,8,0.512,INTEL,1.5,2014,Dedicated,New
389.99,0,Buyer,Notebook,Dell,Windows 7,15.6,1000,6,INTEL,2.4,2012,Integrated,Used
59,11,Buyer,Netbook,Samsung,Windows 7,8.9,320,4,INTEL,2.13,2003,Dedicated,Used
995,0,Buyer,Notebook,Dell,Windows 8,15.6,500,8,INTEL,2.3,2007,Dedicated,Manufacturer refurbished
48,20,Buyer,Laptop,HP,Windows 7,12.1,80,1,INTEL,2,2004,Integrated,Used
292.99,0,Buyer,Notebook,Toshiba,Windows 8,15.6,500,4,ATOM,2.58,2010,Dedicated,New
103.5,0,Buyer,Laptop,Toshiba,Windows 7,15.6,750,6,AMD,2.5,2001,Integrated,For parts or not working
139,0,Buyer,Notebook,HP,Windows 7,15.6,320,4,INTEL,2.2,2010,Dedicated,Used
51,0,Buyer,Notebook,Lenovo,Not included,15.6,320,8,INTEL,1.6,2013,Hybrid,For parts or not working
599.99,0,Seller,Ultrabook,Dell,Windows XP,14.1,320,4,INTEL,2.13,2002,Hybrid,Used
540.8,0,Buyer,Notebook,Sony,Windows Vista,14,1000,8,INTEL,2.2,2013,Hybrid,Used
799.95,20,Seller,Notebook,Asus,Windows 7,16,1000,6,INTEL,2.53,2012,Dedicated,Used
450,0,Seller,Notebook,Toshiba,Windows Vista,15,300,4,INTEL,2.6,2000,Integrated,Used
199,15,Buyer,Ultrabook,Lenovo,Windows 7,13.3,80,2,INTEL,1.4,2010,Integrated,Used
83,25,Buyer,Portable,Toshiba,Windows 2000,14.1,320,4,INTEL,2.13,2009,Dedicated,New
275,0,Buyer,Notebook,Dell,Windows 7,15.6,500,4,INTEL,1.9,2000,Integrated,Used
34.99,17.99,Buyer,Laptop,Fujitsu,Not included,7,4,0.512,AMD,1,2015,Integrated,New
180,0,Seller,Notebook,Samsung,Chrome OS,11.6,16,2,INTEL,1.7,2012,Integrated,New
53,0,Buyer,Notebook,HP,Windows 7,14,750,8,INTEL,2.5,2015,Hybrid,For parts or not working
784.95,0,Buyer,Laptop,HP,Windows 8,12.5,256,4,INTEL,1.8,2004,Integrated,Manufacturer refurbished
150,0,Seller,Netbook,Gateway,Windows 7,15.6,500,4,INTEL,2.13,2013,Integrated,Used
27.13,0,Buyer,Laptop,Dell,Not included,15.6,320,4,INTEL,2.1,2003,Integrated,For parts or not working
589.99,0,Buyer,Notebook,Asus,Windows 8,15.6,1000,8,INTEL,1.7,2011,Integrated,Manufacturer refurbished
95,16.5,Buyer,Laptop,HP,Not included,14.1,320,4,INTEL,2.13,2009,Hybrid,Used
